,Timestamp,Amount,Account Type,Bank,LFD,Category,Place,Account,DR_CR
1336,2022-12-25 23:45:00,649,CREDIT,AXIS,2232,BILLS,NETFLIX,CREDIT-AXIS-2232,DR
1337,2022-11-21 19:38:00,648,WALLET,PAYTM,8676,BILLS,PAYTM BILL,WALLET-PAYTM-8676,DR
1338,2022-07-03 22:08:00,648,CREDIT,SIMPL,8676,GROCERIES,BLINKIT,CREDIT-SIMPL-8676,DR
1339,2019-09-10 11:02:00,645,BANK,AXIS,7057,BILLS,PAYU*INTERMESH SHOPPIN,BANK-AXIS-7057,DR
1340,2020-06-13 11:10:00,644,BANK,ICICI,6838,FOOD & DRINKS,MCDONALD'S,BANK-ICICI-6838,DR
1341,2022-07-26 14:11:00,642,WALLET,AMAZON,8676,SHOPPING,AMAZON PAY,WALLET-AMAZON-8676,DR
1342,2019-11-14 01:20:00,640,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1343,2020-10-21 12:17:00,637,BANK,AXIS,7057,BILLS,RAZORPAY,BANK-AXIS-7057,DR
1344,2021-06-01 10:34:00,629,CREDIT,AXIS,2232,BILLS,PHONEPE PVT LTD,CREDIT-AXIS-2232,DR
1345,2022-02-17 16:51:00,628,CREDIT,AXIS,6891,FOOD & DRINKS,ZOMATO,CREDIT-AXIS-6891,DR
1346,2021-12-16 04:35:00,628,CREDIT,AXIS,2232,GROCERIES,KEVENTERS,CREDIT-AXIS-2232,DR
1347,2022-09-24 23:15:00,628,BANK,PAYTM,7775,MISC,ZOMATOONLINEORDER.RZP@ICICI,BANK-PAYTM-7775,DR
1348,2022-09-26 22:38:00,628,BANK,PAYTM,7775,CREDIT,DEEPALI RANA,BANK-PAYTM-7775,CR
1349,2021-06-28 13:45:00,625,CREDIT,AXIS,2232,FOOD & DRINKS,KFC,CREDIT-AXIS-2232,DR
1350,2020-11-22 12:20:00,625,BANK,ICICI,6838,GROCERIES,NEEL ENTERPRISES,BANK-ICICI-6838,DR
1351,2021-04-05 23:53:00,621,CREDIT,ICICI,7008,SHOPPING,FLIPKART,CREDIT-ICICI-7008,DR
1352,2021-04-07 15:06:00,621,CREDIT,ICICI,7008,REFUND,PHONE PE,CREDIT-ICICI-7008,CR
1353,2020-12-07 15:34:00,619,BANK,ICICI,6838,MISC,SHYAMUMISHRA644-1@OKHDFCBANK,BANK-ICICI-6838,DR
1354,2019-07-13 15:08:00,615,BANK,AXIS,7057,FOOD & DRINKS,BURGER KING,BANK-AXIS-7057,DR
1355,2023-01-02 09:42:00,613,BANK,PAYTM,7775,MISC,XPRESSBEES,BANK-PAYTM-7775,DR
1356,2021-11-08 10:29:00,613,BANK,AXIS,7057,BILLS,BRN-CARD PAYMENT,BANK-AXIS-7057,DR
1357,2021-11-08 10:49:00,613,CREDIT,AXIS,2232,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-AXIS-2232,CR
1358,2022-02-09 16:04:00,610,BANK,AXIS,7057,CREDIT,AMAZONSE,BANK-AXIS-7057,CR
1359,2022-02-09 19:14:00,610,BANK,ICICI,6838,SHOPPING,MYNTRA,BANK-ICICI-6838,DR
1360,2021-02-23 18:52:00,610,CREDIT,ICICI,7008,TRAVEL,MAHAGUN MONTAGE,CREDIT-ICICI-7008,DR
1361,2020-03-15 17:16:00,608,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1362,2022-07-13 21:55:00,607,BANK,ICICI,6838,CREDIT,TUSHAR NARWAL S,BANK-ICICI-6838,CR
1363,2021-09-21 13:38:00,606,BANK,AXIS,7057,TRAVEL,OLA CABS,BANK-AXIS-7057,DR
1364,2019-02-27 14:45:00,606,BANK,AXIS,7057,SHOPPING,DAIRY COOL ICE CREAM,BANK-AXIS-7057,DR
1365,2019-01-20 18:47:00,605,BANK,AXIS,7057,ENTERTAINMENT,BIGTREE,BANK-AXIS-7057,DR
1366,2020-12-18 18:08:00,604,BANK,AXIS,7057,TRAVEL,HOTEL MAHARAJA REGENCY,BANK-AXIS-7057,DR
1367,2019-11-02 21:24:00,603,BANK,AXIS,7057,FOOD & DRINKS,SWIGGY,BANK-AXIS-7057,DR
1368,2022-12-12 18:25:00,603,WALLET,PAYTM,8676,GROCERIES,GROFERS,WALLET-PAYTM-8676,DR
1369,2019-07-05 13:45:00,602,BANK,AXIS,7057,ENTERTAINMENT,BIGTREE ENTERTAINMENT,BANK-AXIS-7057,DR
1370,2021-03-14 12:32:00,600,BANK,AXIS,7057,BILLS,DEBIT,BANK-AXIS-7057,DR
1371,2021-08-17 21:46:00,600,BANK,AXIS,7057,CREDIT,XXXPGN KO,BANK-AXIS-7057,CR
1372,2019-06-30 19:53:00,600,BANK,AXIS,7057,BILLS,PAYTMBANKPAYTM,BANK-AXIS-7057,DR
1373,2019-11-17 16:10:00,600,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1374,2019-12-08 18:19:00,600,BANK,AXIS,7057,SHOPPING,POWERLIGHT ELECTRICALS,BANK-AXIS-7057,DR
1375,2020-01-06 09:32:00,600,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1376,2019-07-13 07:56:00,600,BANK,AXIS,7057,CREDIT,KUNAL CHA,BANK-AXIS-7057,CR
1377,2019-07-19 10:09:00,600,BANK,AXIS,7057,CREDIT,KUNAL CHA,BANK-AXIS-7057,CR
1378,2019-07-23 05:47:00,600,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1379,2019-11-17 14:21:00,600,BANK,AXIS,7057,CREDIT,MR NITYAN,BANK-AXIS-7057,CR
1380,2020-01-12 18:07:00,600,BANK,AXIS,7057,CREDIT,UTKARSH V,BANK-AXIS-7057,CR
1381,2020-03-08 22:05:00,600,BANK,AXIS,7057,CREDIT,KULYASH,BANK-AXIS-7057,CR
1382,2020-08-10 20:00:00,600,BANK,AXIS,7057,CREDIT,KUNAL CHA,BANK-AXIS-7057,CR
1383,2020-08-11 11:38:00,600,BANK,AXIS,7057,CREDIT,ASHWIN SA,BANK-AXIS-7057,CR
1384,2021-09-30 12:37:00,600,CREDIT,AXIS,2232,MISC,BLESSINGS P,CREDIT-AXIS-2232,DR
1385,2021-01-16 17:43:00,600,CREDIT,ICICI,7008,SHOPPING,SHREE BALAJI TRADERS,CREDIT-ICICI-7008,DR
1386,2022-04-02 14:11:00,600,BANK,PAYTM,7775,GROCERIES,STORE70,BANK-PAYTM-7775,DR
1387,2022-10-18 23:35:00,600,BANK,PAYTM,7775,CREDIT,DEEPALI RANA,BANK-PAYTM-7775,CR
1388,2022-03-12 06:22:00,600,WALLET,PAYTM,8676,MISC,9720000130,WALLET-PAYTM-8676,DR
1389,2022-08-26 23:52:00,600,CREDIT,SIMPL,8676,MISC,URBANCLAP,CREDIT-SIMPL-8676,DR
1390,2019-06-16 18:07:00,599,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
1391,2019-06-21 00:26:00,599,BANK,AXIS,7057,SHOPPING,FLIPKART,BANK-AXIS-7057,DR
1392,2019-12-12 23:45:00,599,BANK,AXIS,7057,SHOPPING,FLIPKART,BANK-AXIS-7057,DR
1393,2021-06-08 15:21:00,599,CREDIT,AXIS,2232,BILLS,RECHARGE,CREDIT-AXIS-2232,DR
1394,2021-10-21 14:29:00,599,BANK,ICICI,6838,BILLS,PHONEPE,BANK-ICICI-6838,DR
1395,2021-12-26 16:17:00,599,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
1396,2021-04-28 09:06:00,599,CREDIT,ICICI,7008,BILLS,RECHARGE,CREDIT-ICICI-7008,DR
1397,2020-05-09 11:46:00,598,BANK,ICICI,6838,BILLS,AIRTEL,BANK-ICICI-6838,DR
1398,2021-07-29 08:11:00,598,BANK,ICICI,6838,BILLS,AIRTEL,BANK-ICICI-6838,DR
1399,2021-10-16 13:13:00,598,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
1400,2021-04-09 21:47:00,598,CREDIT,ICICI,7008,SHOPPING,CP PLUS HIKVISION DAHUA CCTV SECURITY CAMERAS CALL @ 9316000041,CREDIT-ICICI-7008,DR
1401,2021-07-23 22:40:00,597,CREDIT,ICICI,7008,BILLS,RECHARGE,CREDIT-ICICI-7008,DR
1402,2022-07-05 19:04:00,596,CREDIT,AXIS,6891,ENTERTAINMENT,BOOKMYSHOW,CREDIT-AXIS-6891,DR
1403,2021-06-18 23:31:00,596,BANK,AXIS,7057,MISC,DONATEKAR,BANK-AXIS-7057,DR
1404,2022-08-14 17:24:00,595,WALLET,PAYTM,8676,SHOPPING,IGP,WALLET-PAYTM-8676,DR
1405,2020-07-13 12:40:00,594,CREDIT,ICICI,7008,HEALTH,INSTAKART,CREDIT-ICICI-7008,DR
1406,2019-07-06 12:24:00,591,BANK,AXIS,7057,ENTERTAINMENT,BIGTREE ENTERTAINMENT,BANK-AXIS-7057,DR
1407,2019-09-30 14:35:00,590,BANK,AXIS,7057,FOOD & DRINKS,ZOMATO,BANK-AXIS-7057,DR
1408,2022-08-20 12:45:00,584,WALLET,AMAZON,8676,CREDIT,CREDIT,WALLET-AMAZON-8676,CR
1409,2019-04-22 22:30:00,583,BANK,AXIS,7057,ENTERTAINMENT,BIGTREE,BANK-AXIS-7057,DR
1410,2020-12-27 14:43:00,583,BANK,AXIS,7057,BILLS,DL1RTB7211,BANK-AXIS-7057,DR
1411,2020-02-09 10:32:00,582,BANK,AXIS,7057,FOOD & DRINKS,SWIGGY,BANK-AXIS-7057,DR
1412,2020-09-06 16:01:00,582,BANK,AXIS,7057,FOOD & DRINKS,MCDONALD'S,BANK-AXIS-7057,DR
1413,2022-10-01 04:02:00,580,BANK,PAYTM,7775,FOOD & DRINKS,ZOMATO,BANK-PAYTM-7775,DR
1414,2019-08-24 12:40:00,580,BANK,AXIS,7057,FOOD & DRINKS,SWIGGY,BANK-AXIS-7057,DR
1415,2021-01-01 21:40:00,578,BANK,AXIS,7057,TRAVEL,UBER,BANK-AXIS-7057,DR
1416,2019-12-23 00:01:00,578,BANK,AXIS,7057,GROCERIES,24SEVEN,BANK-AXIS-7057,DR
1417,2022-11-28 13:17:00,577,BANK,PAYTM,7775,HEX,GROFERS INDIA PRIVATE LIMITED,BANK-PAYTM-7775,DR
1418,2022-07-18 01:07:00,575,CREDIT,AXIS,6891,FOOD & DRINKS,GODFREY PHI,CREDIT-AXIS-6891,DR
1419,2023-02-15 11:44:00,575,WALLET,PAYTM,8676,HEALTH,SUMIT KUMAR PATHLOGY LAB,WALLET-PAYTM-8676,DR
1420,2022-06-02 11:43:00,574,WALLET,AMAZON,8676,REFUND,REVERSAL,WALLET-AMAZON-8676,CR
1421,2022-06-01 19:24:00,574,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
1422,2022-07-12 10:41:00,572,CREDIT,SIMPL,8676,GROCERIES,BLINKIT,CREDIT-SIMPL-8676,DR
1423,2022-08-10 21:05:00,571,CREDIT,AXIS,6891,FOOD & DRINKS,ZOMATO,CREDIT-AXIS-6891,DR
1424,2019-06-21 00:17:00,570,BANK,AXIS,7057,MISC,UDEMY,BANK-AXIS-7057,DR
1425,2019-12-27 15:57:00,570,BANK,AXIS,7057,HEALTH,APOLLO HOSPITAL,BANK-AXIS-7057,DR
1426,2021-03-19 23:20:00,570,CREDIT,ICICI,7008,ENTERTAINMENT,INOX,CREDIT-ICICI-7008,DR
1427,2022-10-31 14:32:00,569,BANK,ICICI,6838,BILLS,SIMPL,BANK-ICICI-6838,DR
1428,2022-10-31 14:32:00,569,CREDIT,SIMPL,8676,BILL PAYMENT,SIMPL BILL PAYMENT,CREDIT-SIMPL-8676,CR
1429,2021-02-05 18:54:00,569,BANK,AXIS,7057,BILLS,RAZORPAYZ,BANK-AXIS-7057,DR
1430,2022-05-01 16:35:00,569,BANK,ICICI,6838,FOOD & DRINKS,EATCLUB,BANK-ICICI-6838,DR
1431,2020-05-18 19:54:00,568,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1432,2020-05-18 07:58:00,568,BANK,AXIS,7057,CREDIT,KUNAL CHA,BANK-AXIS-7057,CR
1433,2020-09-24 13:48:00,568,BANK,AXIS,7057,CREDIT,AMAZONSE,BANK-AXIS-7057,CR
1434,2022-04-11 00:42:00,568,CREDIT,AXIS,6891,FOOD & DRINKS,ZOMATO,CREDIT-AXIS-6891,DR
1435,2022-11-27 16:38:00,564,CREDIT,AXIS,6891,SHOPPING,MR.DIY,CREDIT-AXIS-6891,DR
1436,2022-10-26 22:33:00,563,BANK,PAYTM,7775,FOOD & DRINKS,DOMINOS,BANK-PAYTM-7775,DR
1437,2022-08-17 20:42:00,563,BANK,AXIS,7057,GROCERIES,NEEL ENTE,BANK-AXIS-7057,DR
1438,2021-02-19 00:47:00,562,BANK,ICICI,6838,FOOD & DRINKS,ZOMATO,BANK-ICICI-6838,DR
1439,2023-01-04 23:36:00,560,BANK,AXIS,7057,ENTERTAINMENT,U S CINEMAS,BANK-AXIS-7057,DR
1440,2020-02-26 20:56:00,560,BANK,AXIS,7057,CREDIT,KUNAL CHA,BANK-AXIS-7057,CR
1441,2020-03-15 19:17:00,560,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1442,2021-12-19 21:13:00,560,WALLET,WALLET,0000,FOOD & DRINKS,"CCD, CP",WALLET-WALLET-0000,DR
1443,2022-08-14 17:24:00,559,BANK,ICICI,6838,GROCERIES,PAYTM WALLET FILL UP,BANK-ICICI-6838,DR
1444,2020-07-07 09:41:00,559,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
1445,2022-10-06 15:36:00,559,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
1446,2020-11-09 15:54:00,559,BANK,ICICI,6838,GROCERIES,NEEL ENTE,BANK-ICICI-6838,DR
1447,2020-02-21 12:38:00,557,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
1448,2022-12-12 11:24:00,557,WALLET,PAYTM,8676,GROCERIES,GROFERS,WALLET-PAYTM-8676,DR
1449,2021-08-20 22:58:00,556,BANK,AXIS,7057,MISC,GAURAV SH,BANK-AXIS-7057,DR
1450,2021-01-06 19:45:00,555,BANK,AXIS,7057,BILLS,PHONEPE,BANK-AXIS-7057,DR
1451,2021-02-04 18:45:00,555,BANK,AXIS,7057,BILLS,PHONEPE,BANK-AXIS-7057,DR
1452,2021-03-12 17:10:00,555,BANK,AXIS,7057,BILLS,PHONEPE,BANK-AXIS-7057,DR
1453,2020-05-28 18:57:00,555,BANK,AXIS,7057,SHOPPING,RELIANCE TRENDS,BANK-AXIS-7057,DR
1454,2020-10-14 20:34:00,555,BANK,AXIS,7057,SHOPPING,RELIANCE TRENDS,BANK-AXIS-7057,DR
1455,2021-09-08 19:53:00,555,CREDIT,AXIS,2232,BILLS,PHONEPE REC,CREDIT-AXIS-2232,DR
1456,2020-10-29 21:05:00,555,BANK,ICICI,6838,BILLS,MOBILE RECHARGE,BANK-ICICI-6838,DR
1457,2021-05-17 15:20:00,555,CREDIT,ICICI,7008,BILLS,RECHARGE,CREDIT-ICICI-7008,DR
1458,2022-10-19 13:33:00,554,BANK,PAYTM,7775,CREDIT,TUSHAR NARWAL S O KARAM PAL NA,BANK-PAYTM-7775,CR
1459,2022-01-29 22:31:00,552,WALLET,PAYTM,8676,FOOD & DRINKS,ZOMATO,WALLET-PAYTM-8676,DR
1460,2021-07-18 00:44:00,550,BANK,ICICI,6838,FOOD & DRINKS,ZOMATO,BANK-ICICI-6838,DR
1461,2019-03-29 17:09:00,550,BANK,AXIS,7057,SHOPPING,AMAZON,BANK-AXIS-7057,DR
1462,2019-05-03 22:03:00,550,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1463,2019-12-29 17:32:00,550,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1464,2021-10-31 21:19:00,550,CREDIT,AXIS,2232,FOOD & DRINKS,ITC MAURYA,CREDIT-AXIS-2232,DR
1465,2022-07-11 02:48:00,550,CREDIT,AXIS,6891,BILLS,GOOGLE PLAY,CREDIT-AXIS-6891,DR
1466,2022-02-28 17:27:00,550,BANK,ICICI,6838,CREDIT,AVIRAL AGRAWAL,BANK-ICICI-6838,CR
1467,2021-05-30 22:37:00,550,CREDIT,ICICI,5001,SHOPPING,AMAZON,CREDIT-ICICI-5001,DR
1468,2022-09-15 09:18:00,550,BANK,PAYTM,7775,CREDIT,SHAURYA BISHNOI,BANK-PAYTM-7775,CR
1469,2022-02-27 20:56:00,549,CREDIT,AXIS,6891,FOOD & DRINKS,BURGER KING,CREDIT-AXIS-6891,DR
1470,2021-01-08 09:20:00,548,BANK,ICICI,6838,BILLS,DEBIT,BANK-ICICI-6838,DR
1471,2020-12-29 13:29:00,546,CREDIT,ICICI,7008,TRAVEL,MAHAGUN MONTAGE,CREDIT-ICICI-7008,DR
1472,2022-07-12 09:59:00,546,CREDIT,SIMPL,8676,GROCERIES,DUNZO,CREDIT-SIMPL-8676,DR
1473,2021-07-29 18:11:00,545,BANK,ICICI,6838,SHOPPING,AMAZON,BANK-ICICI-6838,DR
1474,2021-04-19 12:26:00,544,BANK,AXIS,7057,BILLS,DEBIT,BANK-AXIS-7057,DR
1475,2021-09-21 19:41:00,543,BANK,AXIS,7057,TRAVEL,OLA CABS,BANK-AXIS-7057,DR
1476,2022-07-26 08:39:00,542,BANK,ICICI,6838,GROCERIES,BLINKIT,BANK-ICICI-6838,DR
1477,2019-05-13 14:11:00,540,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1478,2019-05-19 14:36:00,540,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1479,2022-06-13 20:03:00,540,BANK,ICICI,6838,CREDIT,KULYASH DAHIYA,BANK-ICICI-6838,CR
1480,2021-04-05 19:54:00,540,CREDIT,ICICI,7008,ENTERTAINMENT,INOX,CREDIT-ICICI-7008,DR
1481,2022-11-06 11:35:00,540,BANK,PAYTM,7775,GROCERIES,PAYTMQR2810050501012JZVAPUDSNM,BANK-PAYTM-7775,DR
1482,2021-12-30 14:43:00,537,BANK,ICICI,6838,FOOD & DRINKS,DOMINO'S PIZZA,BANK-ICICI-6838,DR
1483,2022-02-05 15:40:00,536,WALLET,PAYTM,8676,FOOD & DRINKS,ZOMATO,WALLET-PAYTM-8676,DR
1484,2022-09-22 21:58:00,533,BANK,PAYTM,7775,MISC,EURONETGPAY.PAY@ICICI,BANK-PAYTM-7775,DR
1485,2019-10-22 00:59:00,532,BANK,ICICI,6838,MISC,7017718676@YBL,BANK-ICICI-6838,DR
1486,2022-07-28 09:19:00,532,CREDIT,SIMPL,8676,GROCERIES,DUNZO,CREDIT-SIMPL-8676,DR
1487,2021-08-13 17:06:00,530,BANK,ICICI,6838,FOOD & DRINKS,PUSHPAK1999GUPTA@OKSBI,BANK-ICICI-6838,DR
1488,2023-01-12 10:18:00,529,BANK,ICICI,6838,TRAVEL,PARVIOM TECHNOLOGIES PRIVATE LIMITED,BANK-ICICI-6838,DR
1489,2020-01-11 16:15:00,528,BANK,ICICI,6838,SHOPPING,PS DAILY NEEDS,BANK-ICICI-6838,DR
1490,2020-08-10 14:41:00,525,BANK,AXIS,7057,FOOD & DRINKS,COSTA COFFEE,BANK-AXIS-7057,DR
1491,2021-12-12 11:52:00,525,BANK,ICICI,6838,MISC,UDEMY,BANK-ICICI-6838,DR
1492,2022-06-01 10:38:00,523,CREDIT,ICICI,5001,GROCERIES,AMAZON GROCERY,CREDIT-ICICI-5001,DR
1493,2019-10-06 16:32:00,522,BANK,AXIS,7057,ENTERTAINMENT,BIGTREE ENTERTAINMENT,BANK-AXIS-7057,DR
1494,2022-07-21 09:47:00,522,WALLET,AMAZON,8676,CREDIT,CREDIT,WALLET-AMAZON-8676,CR
1495,2022-09-26 12:41:00,522,CREDIT,SIMPL,8676,FOOD & DRINKS,ZOMATO,CREDIT-SIMPL-8676,DR
1496,2020-10-05 16:20:00,520,BANK,AXIS,7057,TRAVEL,MAHAGUN MONTAGE,BANK-AXIS-7057,DR
1497,2020-10-23 11:14:00,520,BANK,AXIS,7057,MISC,UPI FUNDS TRANSFER,BANK-AXIS-7057,DR
1498,2020-02-05 09:35:00,520,BANK,ICICI,6838,BILLS,NET BANKING,BANK-ICICI-6838,DR
1499,2020-02-05 09:38:00,520,CREDIT,ICICI,7008,BILL PAYMENT,CREDIT CARD BILL PAYMENT,CREDIT-ICICI-7008,CR
1500,2022-12-16 15:30:00,520,BANK,PAYTM,7775,MISC,BHARATPE907720168152@YESBANKLT,BANK-PAYTM-7775,DR
1501,2023-01-21 19:29:00,518,CREDIT,SIMPL,8676,HEX,BLINKIT,CREDIT-SIMPL-8676,DR
1502,2022-08-25 21:08:00,516,CREDIT,SIMPL,8676,GROCERIES,DUNZO,CREDIT-SIMPL-8676,DR
1503,2022-09-05 13:19:00,513,CREDIT,AXIS,6891,MISC,T1 GRAB FL,CREDIT-AXIS-6891,DR
1504,2021-09-10 16:09:00,512,BANK,AXIS,7057,FOOD & DRINKS,ZOMATO,BANK-AXIS-7057,DR
1505,2021-07-02 09:39:00,512,CREDIT,AXIS,2232,FOOD & DRINKS,KEVENTERS A.S.RAO NAGAR,CREDIT-AXIS-2232,DR
1506,2021-10-08 15:16:00,511,CREDIT,AXIS,2232,FOOD & DRINKS,SWIGGY,CREDIT-AXIS-2232,DR
1507,2019-02-14 09:10:00,509,BANK,AXIS,7057,FOOD & DRINKS,GARAM MASALA RESTAURANT,BANK-AXIS-7057,DR
1508,2020-12-25 17:55:00,508,CREDIT,ICICI,7008,SHOPPING,GOYAL BOOKS & STATIONERS,CREDIT-ICICI-7008,DR
1509,2021-02-14 15:22:00,507,BANK,ICICI,6838,FOOD & DRINKS,SEC 63 NO,BANK-ICICI-6838,DR
1510,2022-04-30 10:49:00,506,BANK,ICICI,6838,GROCERIES,STORE70,BANK-ICICI-6838,DR
1511,2021-12-07 21:00:00,504,BANK,ICICI,6838,FOOD & DRINKS,ZOMATO,BANK-ICICI-6838,DR
1512,2021-12-17 06:47:00,503,BANK,ICICI,6838,HEALTH,TENDOCARE,BANK-ICICI-6838,DR
1513,2020-01-27 06:42:00,501,BANK,AXIS,7057,BILLS,JIO,BANK-AXIS-7057,DR
1514,2020-05-13 13:07:00,501,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1515,2019-09-10 13:22:00,500,BANK,AXIS,7057,GROCERIES,SPENCERS RETAIL,BANK-AXIS-7057,DR
1516,2020-07-01 13:06:00,500,WALLET,AMAZON,8676,CREDIT,CREDIT,WALLET-AMAZON-8676,CR
1517,2021-07-07 21:15:00,500,WALLET,AMAZON,8676,CREDIT,CREDIT,WALLET-AMAZON-8676,CR
1518,2020-03-15 12:22:00,500,BANK,AXIS,7057,BILLS,DEBIT,BANK-AXIS-7057,DR
1519,2021-01-01 23:45:00,500,BANK,AXIS,7057,FOOD & DRINKS,HOTEL SAHIL,BANK-AXIS-7057,DR
1520,2021-01-13 12:40:00,500,BANK,AXIS,7057,BILLS,PHONEPE,BANK-AXIS-7057,DR
1521,2021-03-08 13:59:00,500,BANK,AXIS,7057,MISC,DEVISHRI,BANK-AXIS-7057,DR
1522,2021-03-20 19:09:00,500,BANK,AXIS,7057,CREDIT,AVIRAL AG,BANK-AXIS-7057,CR
1523,2021-03-21 10:04:00,500,BANK,AXIS,7057,BILLS,PHONEPE,BANK-AXIS-7057,DR
1524,2021-04-13 12:32:00,500,BANK,AXIS,7057,BILLS,BHARTI AIRTEL,BANK-AXIS-7057,DR
1525,2021-12-20 11:49:00,500,BANK,AXIS,7057,BILLS,DEBIT,BANK-AXIS-7057,DR
1526,2022-01-04 23:18:00,500,BANK,AXIS,7057,CREDIT,SHAURYA B,BANK-AXIS-7057,CR
1527,2022-01-17 18:41:00,500,BANK,AXIS,7057,MISC,TO DEEPALI,BANK-AXIS-7057,DR
1528,2022-01-18 19:52:00,500,BANK,AXIS,7057,CREDIT,DEEPALI,BANK-AXIS-7057,CR
1529,2022-01-19 17:13:00,500,BANK,AXIS,7057,MISC,RACQUET GUTS,BANK-AXIS-7057,DR
1530,2022-02-06 23:24:00,500,BANK,AXIS,7057,CREDIT,CREDIT,BANK-AXIS-7057,CR
1531,2022-09-26 20:54:00,500,BANK,AXIS,7057,BILLS,DEBIT,BANK-AXIS-7057,DR
1532,2019-01-18 19:25:00,500,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1533,2019-02-14 11:08:00,500,BANK,AXIS,7057,SHOPPING,SHIV ENGINEERING WORKS,BANK-AXIS-7057,DR
1534,2019-04-30 14:00:00,500,BANK,AXIS,7057,BILLS,PTM*PAYTM,BANK-AXIS-7057,DR
1535,2019-05-03 16:43:00,500,BANK,AXIS,7057,SHOPPING,ANUPAM STATIONERY PLAZA,BANK-AXIS-7057,DR
1536,2019-06-15 13:15:00,500,BANK,AXIS,7057,ENTERTAINMENT,NETFLIX,BANK-AXIS-7057,DR
1537,2019-06-20 22:30:00,500,BANK,AXIS,7057,BILLS,PAYTM RETAIL DOMESTIC,BANK-AXIS-7057,DR
1538,2019-07-17 21:35:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1539,2019-07-20 13:39:00,500,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1540,2019-07-24 21:13:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1541,2019-07-25 10:19:00,500,BANK,AXIS,7057,BILLS,RAZORPAY SOFTWARE PVT,BANK-AXIS-7057,DR
1542,2019-07-29 21:30:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1543,2019-08-08 10:27:00,500,BANK,AXIS,7057,BILLS,RAZORPAY SOFTWARE PVT,BANK-AXIS-7057,DR
1544,2019-08-17 15:13:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1545,2019-08-23 10:47:00,500,BANK,AXIS,7057,TRAVEL,RAPIDO,BANK-AXIS-7057,DR
1546,2019-08-27 14:47:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1547,2019-08-28 10:50:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1548,2019-10-22 17:58:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1549,2019-11-29 11:47:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1550,2019-12-14 17:34:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1551,2019-12-18 18:02:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1552,2019-12-27 16:34:00,500,BANK,AXIS,7057,GROCERIES,BIGBASKET,BANK-AXIS-7057,DR
1553,2020-03-10 09:48:00,500,BANK,AXIS,7057,BILLS,ONE97 COMMUNICATIONS L,BANK-AXIS-7057,DR
1554,2020-03-21 14:26:00,500,BANK,AXIS,7057,BILLS,PAYTM,BANK-AXIS-7057,DR
1555,2019-02-17 19:34:00,500,BANK,AXIS,7057,CREDIT,KULYASH DAHIYA,BANK-AXIS-7057,CR
